Code,Year,"Population, total"
JEY,1996,86192
JEY,1997,86676
JEY,1998,87137
JEY,1999,87545
JEY,2000,87853
JEY,2001,88401
JEY,2002,89306
JEY,2003,90297
JEY,2004,91271
JEY,2005,92267
JEY,2006,93244
JEY,2007,94227
JEY,2008,95195
JEY,2009,96156
JEY,2010,97121
JEY,2011,98038
JEY,2012,98927
JEY,2013,99759
JEY,2014,100582
JEY,2015,101224
JEY,2016,101700
JEY,2017,102130
JEY,2018,102531
JEY,2019,102866
JEY,2020,103138
JEY,2021,103339
JEY,2022,103493
JEY,2023,103680
JEY,2024,
JEY,2025,
JEY,2026,
JEY,2027,
JEY,2028,
JEY,2029,
JEY,2030,
JEY,2031,
JEY,2032,
JEY,2033,
JEY,2034,
JEY,2035,
JEY,2036,
JEY,2037,
JEY,2038,
JEY,2039,
JEY,2040,
JEY,2041,
JEY,2042,
JEY,2043,
JEY,2044,
JEY,2045,
JEY,2046,
JEY,2047,
JEY,2048,
JEY,2049,
JEY,2050,
JEY,2051,
JEY,2052,
JEY,2053,
JEY,2054,
JEY,2055,
JEY,2056,
JEY,2057,
JEY,2058,
JEY,2059,
JEY,2060,
JEY,2061,
JEY,2062,
JEY,2063,
JEY,2064,
JEY,2065,
JEY,2066,
JEY,2067,
JEY,2068,
JEY,2069,
JEY,2070,
JEY,2071,
JEY,2072,
JEY,2073,
JEY,2074,
JEY,2075,
JEY,2076,
JEY,2077,
JEY,2078,
JEY,2079,
JEY,2080,
JEY,2081,
JEY,2082,
JEY,2083,
JEY,2084,
JEY,2085,
JEY,2086,
JEY,2087,
JEY,2088,
JEY,2089,
JEY,2090,
JEY,2091,
JEY,2092,
JEY,2093,
JEY,2094,
JEY,2095,
JEY,2096,
JEY,2097,
JEY,2098,
JEY,2099,
JEY,2100,
JOR,1950,438808
JOR,1951,471160
JOR,1952,506449
JOR,1953,544109
JOR,1954,583856
JOR,1955,625572
JOR,1956,669110
JOR,1957,714362
JOR,1958,760829
JOR,1959,807612
JOR,1960,853471
JOR,1961,897599
JOR,1962,940564
JOR,1963,984720
JOR,1964,1035644
JOR,1965,1099446
JOR,1966,1178371
JOR,1967,1271186
JOR,1968,1372468
JOR,1969,1473101
JOR,1970,1565172
JOR,1971,1645148
JOR,1972,1714562
JOR,1973,1778096
JOR,1974,1839191
JOR,1975,1899059
JOR,1976,1958181
JOR,1977,2019008
JOR,1978,2083604
JOR,1979,2153891
JOR,1980,2234192
JOR,1981,2325528
JOR,1982,2426933
JOR,1983,2537307
JOR,1984,2654689
JOR,1985,2778819
JOR,1986,2909896
JOR,1987,3047634
JOR,1988,3193044
JOR,1989,3349638
JOR,1990,3621915
JOR,1991,3915152
JOR,1992,4127699
JOR,1993,4348018
JOR,1994,4561409
JOR,1995,4752097
JOR,1996,4912518
JOR,1997,5046287
JOR,1998,5164290
JOR,1999,5276450
JOR,2000,5386945
JOR,2001,5498900
JOR,2002,5616077
JOR,2003,5741837
JOR,2004,5882066
JOR,2005,6029597
JOR,2006,6427377
JOR,2007,6827235
JOR,2008,6989874
JOR,2009,7141763
JOR,2010,7297046
JOR,2011,7480431
JOR,2012,7587133
JOR,2013,7991812
JOR,2014,8791715
JOR,2015,9544730
JOR,2016,10006369
JOR,2017,10234227
JOR,2018,10462310
JOR,2019,10671893
JOR,2020,10865232
JOR,2021,11066356
JOR,2022,11256269
JOR,2023,11439220
JOR,2024,
JOR,2025,
JOR,2026,
JOR,2027,
JOR,2028,
JOR,2029,
JOR,2030,
JOR,2031,
JOR,2032,
JOR,2033,
JOR,2034,
JOR,2035,
JOR,2036,
JOR,2037,
JOR,2038,
JOR,2039,
JOR,2040,
JOR,2041,
JOR,2042,
JOR,2043,
JOR,2044,
JOR,2045,
JOR,2046,
JOR,2047,
JOR,2048,
JOR,2049,
JOR,2050,
JOR,2051,
JOR,2052,
JOR,2053,
JOR,2054,
JOR,2055,
JOR,2056,
JOR,2057,
JOR,2058,
JOR,2059,
JOR,2060,
JOR,2061,
JOR,2062,
JOR,2063,
JOR,2064,
JOR,2065,
JOR,2066,
JOR,2067,
JOR,2068,
JOR,2069,
JOR,2070,
JOR,2071,
JOR,2072,
JOR,2073,
JOR,2074,
JOR,2075,
JOR,2076,
JOR,2077,
JOR,2078,
JOR,2079,
JOR,2080,
JOR,2081,
JOR,2082,
JOR,2083,
JOR,2084,
JOR,2085,
JOR,2086,
JOR,2087,
JOR,2088,
JOR,2089,
JOR,2090,
JOR,2091,
JOR,2092,
JOR,2093,
JOR,2094,
JOR,2095,
JOR,2096,
JOR,2097,
JOR,2098,
JOR,2099,
JOR,2100,
KAZ,1950,6787149
KAZ,1951,7020910
KAZ,1952,7258805
KAZ,1953,7498485
KAZ,1954,7742036
KAZ,1955,7993636
KAZ,1956,8256704
KAZ,1957,8533907
KAZ,1958,8822638
KAZ,1959,9122174
KAZ,1960,9429982
KAZ,1961,9742081
KAZ,1962,10058937
KAZ,1963,10377471
KAZ,1964,10690312
KAZ,1965,10993195
KAZ,1966,11288989
KAZ,1967,11584428
KAZ,1968,11879184
KAZ,1969,12156219
KAZ,1970,12419056
KAZ,1971,12684817
KAZ,1972,12951805
KAZ,1973,13208122
KAZ,1974,13454576
KAZ,1975,13700850
KAZ,1976,13998737
KAZ,1977,14353262
KAZ,1978,14711507
KAZ,1979,14978703
KAZ,1980,15152953
KAZ,1981,15323086
KAZ,1982,15492597
KAZ,1983,15665554
KAZ,1984,15844620
KAZ,1985,16031087
KAZ,1986,16262697
KAZ,1987,16527717
KAZ,1988,16781167
KAZ,1989,16997012
KAZ,1990,17154060
KAZ,1991,17278604
KAZ,1992,17332624
KAZ,1993,17274487
KAZ,1994,17043775
KAZ,1995,16730541
KAZ,1996,16416036
KAZ,1997,16043250
KAZ,1998,15647789
KAZ,1999,15455877
KAZ,2000,15501108
KAZ,2001,15575550
KAZ,2002,15656680
KAZ,2003,15747377
KAZ,2004,15850164
KAZ,2005,15968118
KAZ,2006,16103718
KAZ,2007,16257212
KAZ,2008,16426527
KAZ,2009,16619851
KAZ,2010,16836808
KAZ,2011,17065996
KAZ,2012,17306115
KAZ,2013,17556502
KAZ,2014,17816285
KAZ,2015,18084175
KAZ,2016,18363600
KAZ,2017,18651931
KAZ,2018,18932725
KAZ,2019,19209556
KAZ,2020,19482116
KAZ,2021,19743607
KAZ,2022,20034612
KAZ,2023,20330109
KAZ,2024,
KAZ,2025,
KAZ,2026,
KAZ,2027,
KAZ,2028,
KAZ,2029,
KAZ,2030,
KAZ,2031,
KAZ,2032,
KAZ,2033,
KAZ,2034,
KAZ,2035,
KAZ,2036,
KAZ,2037,
KAZ,2038,
KAZ,2039,
KAZ,2040,
KAZ,2041,
KAZ,2042,
KAZ,2043,
KAZ,2044,
KAZ,2045,
KAZ,2046,
KAZ,2047,
KAZ,2048,
KAZ,2049,
KAZ,2050,
KAZ,2051,
KAZ,2052,
KAZ,2053,
KAZ,2054,
KAZ,2055,
KAZ,2056,
KAZ,2057,
KAZ,2058,
KAZ,2059,
KAZ,2060,
KAZ,2061,
KAZ,2062,
KAZ,2063,
KAZ,2064,
KAZ,2065,
KAZ,2066,
KAZ,2067,
KAZ,2068,
KAZ,2069,
KAZ,2070,
KAZ,2071,
KAZ,2072,
KAZ,2073,
KAZ,2074,
KAZ,2075,
KAZ,2076,
KAZ,2077,
KAZ,2078,
KAZ,2079,
KAZ,2080,
KAZ,2081,
KAZ,2082,
KAZ,2083,
KAZ,2084,
KAZ,2085,
KAZ,2086,
KAZ,2087,
KAZ,2088,
KAZ,2089,
KAZ,2090,
KAZ,2091,
KAZ,2092,
KAZ,2093,
KAZ,2094,
KAZ,2095,
KAZ,2096,
KAZ,2097,
KAZ,2098,
KAZ,2099,
KAZ,2100,
KEN,1950,5769190
KEN,1951,5893576
KEN,1952,6033296
KEN,1953,6183900
KEN,1954,6348143
KEN,1955,6529301
KEN,1956,6727685
KEN,1957,6944873
KEN,1958,7174794
KEN,1959,7422742
KEN,1960,7695310
KEN,1961,7987768
KEN,1962,8299311
KEN,1963,8627972
KEN,1964,8973539
KEN,1965,9338084
KEN,1966,9717825
KEN,1967,10111061
KEN,1968,10518828
KEN,1969,10939697
KEN,1970,11368806
KEN,1971,11788906
KEN,1972,12206063
KEN,1973,12634841
KEN,1974,13070078
KEN,1975,13511672
KEN,1976,13957620
KEN,1977,14428824
KEN,1978,14934127
KEN,1979,15460668
KEN,1980,16018465
KEN,1981,16601510
KEN,1982,17206177
KEN,1983,17846374
KEN,1984,18514908
KEN,1985,19201772
KEN,1986,19901643
KEN,1987,20616091
KEN,1988,21356222
KEN,1989,22118437
KEN,1990,22892655
KEN,1991,23646514
KEN,1992,24382466
KEN,1993,25117192
KEN,1994,25857136
KEN,1995,26601753
KEN,1996,27344211
KEN,1997,28101762
KEN,1998,28888063
KEN,1999,29733413
KEN,2000,30642893
KEN,2001,31619170
KEN,2002,32629809
KEN,2003,33652233
KEN,2004,34713453
KEN,2005,35796485
KEN,2006,36904010
KEN,2007,38036354
KEN,2008,39206349
KEN,2009,40408887
KEN,2010,41598570
KEN,2011,42758467
KEN,2012,43888306
KEN,2013,44986794
KEN,2014,46051441
KEN,2015,47088528
KEN,2016,48139683
KEN,2017,49197757
KEN,2018,50207109
KEN,2019,51202829
KEN,2020,52217327
KEN,2021,53219167
KEN,2022,54252458
KEN,2023,55339007
KEN,2024,
KEN,2025,
KEN,2026,
KEN,2027,
KEN,2028,
KEN,2029,
KEN,2030,
KEN,2031,
KEN,2032,
KEN,2033,
KEN,2034,
KEN,2035,
KEN,2036,
KEN,2037,
KEN,2038,
KEN,2039,
KEN,2040,
KEN,2041,
KEN,2042,
KEN,2043,
KEN,2044,
KEN,2045,
KEN,2046,
KEN,2047,
KEN,2048,
KEN,2049,
KEN,2050,
KEN,2051,
KEN,2052,
KEN,2053,
KEN,2054,
KEN,2055,
KEN,2056,
KEN,2057,
KEN,2058,
KEN,2059,
KEN,2060,
KEN,2061,
KEN,2062,
KEN,2063,
KEN,2064,
KEN,2065,
KEN,2066,
KEN,2067,
KEN,2068,
KEN,2069,
KEN,2070,
KEN,2071,
KEN,2072,
KEN,2073,
KEN,2074,
KEN,2075,
KEN,2076,
KEN,2077,
KEN,2078,
KEN,2079,
KEN,2080,
KEN,2081,
KEN,2082,
KEN,2083,
KEN,2084,
KEN,2085,
KEN,2086,
KEN,2087,
KEN,2088,
KEN,2089,
KEN,2090,
KEN,2091,
KEN,2092,
KEN,2093,
KEN,2094,
KEN,2095,
KEN,2096,
KEN,2097,
KEN,2098,
KEN,2099,
KEN,2100,
KIR,1950,37871
KIR,1951,38644
KIR,1952,39449
KIR,1953,40285
KIR,1954,41151
KIR,1955,42062
KIR,1956,43009
KIR,1957,43992
KIR,1958,45005
KIR,1959,46061
KIR,1960,47177
KIR,1961,48347
KIR,1962,49562
KIR,1963,50812
KIR,1964,52106
KIR,1965,53452
KIR,1966,54449
KIR,1967,55016
KIR,1968,55545
KIR,1969,56380
KIR,1970,57530
KIR,1971,58672
KIR,1972,59796
KIR,1973,60839
KIR,1974,61235
KIR,1975,61011
KIR,1976,60683
KIR,1977,60285
KIR,1978,59878
KIR,1979,60192
KIR,1980,61170
KIR,1981,62137
KIR,1982,63146
KIR,1983,64183
KIR,1984,65245
KIR,1985,66510
KIR,1986,68079
KIR,1987,69749
KIR,1988,71445
KIR,1989,73164
KIR,1990,74872
KIR,1991,76385
KIR,1992,77655
KIR,1993,78853
KIR,1994,80033
KIR,1995,81251
KIR,1996,82637
KIR,1997,84161
KIR,1998,85672
KIR,1999,87139
KIR,2000,88632
KIR,2001,90350
KIR,2002,92281
KIR,2003,94189
KIR,2004,96096
KIR,2005,98045
KIR,2006,100028
KIR,2007,102081
KIR,2008,104235
KIR,2009,106479
KIR,2010,108717
KIR,2011,110660
KIR,2012,112293
KIR,2013,113847
KIR,2014,115339
KIR,2015,116826
KIR,2016,118488
KIR,2017,120288
KIR,2018,122097
KIR,2019,123928
KIR,2020,126110
KIR,2021,128387
KIR,2022,130483
KIR,2023,132540
KIR,2024,
KIR,2025,
KIR,2026,
KIR,2027,
KIR,2028,
KIR,2029,
KIR,2030,
KIR,2031,
KIR,2032,
KIR,2033,
KIR,2034,
KIR,2035,
KIR,2036,
KIR,2037,
KIR,2038,
KIR,2039,
KIR,2040,
KIR,2041,
KIR,2042,
KIR,2043,
KIR,2044,
KIR,2045,
KIR,2046,
KIR,2047,
KIR,2048,
KIR,2049,
KIR,2050,
KIR,2051,
KIR,2052,
KIR,2053,
KIR,2054,
KIR,2055,
KIR,2056,
KIR,2057,
KIR,2058,
KIR,2059,
KIR,2060,
KIR,2061,
KIR,2062,
KIR,2063,
KIR,2064,
KIR,2065,
KIR,2066,
KIR,2067,
KIR,2068,
KIR,2069,
KIR,2070,
KIR,2071,
KIR,2072,
KIR,2073,
KIR,2074,
KIR,2075,
KIR,2076,
KIR,2077,
KIR,2078,
KIR,2079,
KIR,2080,
KIR,2081,
KIR,2082,
KIR,2083,
KIR,2084,
KIR,2085,
KIR,2086,
KIR,2087,
KIR,2088,
KIR,2089,
KIR,2090,
KIR,2091,
KIR,2092,
KIR,2093,
KIR,2094,
KIR,2095,
KIR,2096,
KIR,2097,
KIR,2098,
KIR,2099,
KIR,2100,
OWID_KOS,1950,778478
OWID_KOS,1951,794334
OWID_KOS,1952,811028
OWID_KOS,1953,828803
OWID_KOS,1954,847888
OWID_KOS,1955,868050
OWID_KOS,1956,888716
OWID_KOS,1957,910462
OWID_KOS,1958,933647
OWID_KOS,1959,958435
OWID_KOS,1960,984854
OWID_KOS,1961,1011427
OWID_KOS,1962,1036956
OWID_KOS,1963,1062744
OWID_KOS,1964,1090279
OWID_KOS,1965,1120177
OWID_KOS,1966,1152591
OWID_KOS,1967,1187672
OWID_KOS,1968,1214211
OWID_KOS,1969,1231466
OWID_KOS,1970,1249555
OWID_KOS,1971,1273025
OWID_KOS,1972,1301582
OWID_KOS,1973,1331181
OWID_KOS,1974,1363127
OWID_KOS,1975,1397692
OWID_KOS,1976,1434881
OWID_KOS,1977,1474465
OWID_KOS,1978,1516249
OWID_KOS,1979,1559795
OWID_KOS,1980,1604825
OWID_KOS,1981,1646567
OWID_KOS,1982,1683172
OWID_KOS,1983,1719252
OWID_KOS,1984,1756816
OWID_KOS,1985,1796023
OWID_KOS,1986,1836981
OWID_KOS,1987,1880597
OWID_KOS,1988,1917885
OWID_KOS,1989,1946342
OWID_KOS,1990,1973789
OWID_KOS,1991,2005365
OWID_KOS,1992,2039723
OWID_KOS,1993,2072671
OWID_KOS,1994,2105260
OWID_KOS,1995,2137514
OWID_KOS,1996,2168751
OWID_KOS,1997,2197286
OWID_KOS,1998,2078972
OWID_KOS,1999,1871527
OWID_KOS,2000,1802488
OWID_KOS,2001,1820013
OWID_KOS,2002,1829467
OWID_KOS,2003,1826436
OWID_KOS,2004,1822778
OWID_KOS,2005,1818356
OWID_KOS,2006,1813077
OWID_KOS,2007,1807098
OWID_KOS,2008,1800861
OWID_KOS,2009,1794688
OWID_KOS,2010,1788756
OWID_KOS,2011,1791949
OWID_KOS,2012,1806538
OWID_KOS,2013,1817171
OWID_KOS,2014,1808983
OWID_KOS,2015,1779019
OWID_KOS,2016,1761765
OWID_KOS,2017,1768125
OWID_KOS,2018,1767748
OWID_KOS,2019,1755048
OWID_KOS,2020,1751413
OWID_KOS,2021,1741449
OWID_KOS,2022,1717950
OWID_KOS,2023,1700039
OWID_KOS,2024,
OWID_KOS,2025,
OWID_KOS,2026,
OWID_KOS,2027,
OWID_KOS,2028,
OWID_KOS,2029,
OWID_KOS,2030,
OWID_KOS,2031,
OWID_KOS,2032,
OWID_KOS,2033,
OWID_KOS,2034,
OWID_KOS,2035,
OWID_KOS,2036,
OWID_KOS,2037,
OWID_KOS,2038,
OWID_KOS,2039,
OWID_KOS,2040,
OWID_KOS,2041,
OWID_KOS,2042,
OWID_KOS,2043,
OWID_KOS,2044,
OWID_KOS,2045,
OWID_KOS,2046,
OWID_KOS,2047,
OWID_KOS,2048,
OWID_KOS,2049,
OWID_KOS,2050,
OWID_KOS,2051,
OWID_KOS,2052,
OWID_KOS,2053,
OWID_KOS,2054,
OWID_KOS,2055,
OWID_KOS,2056,
OWID_KOS,2057,
OWID_KOS,2058,
OWID_KOS,2059,
OWID_KOS,2060,
OWID_KOS,2061,
OWID_KOS,2062,
OWID_KOS,2063,
OWID_KOS,2064,
OWID_KOS,2065,
OWID_KOS,2066,
OWID_KOS,2067,
OWID_KOS,2068,
OWID_KOS,2069,
OWID_KOS,2070,
OWID_KOS,2071,
OWID_KOS,2072,
OWID_KOS,2073,
OWID_KOS,2074,
OWID_KOS,2075,
OWID_KOS,2076,
OWID_KOS,2077,
OWID_KOS,2078,
OWID_KOS,2079,
OWID_KOS,2080,
OWID_KOS,2081,
OWID_KOS,2082,
OWID_KOS,2083,
OWID_KOS,2084,
OWID_KOS,2085,
OWID_KOS,2086,
OWID_KOS,2087,
OWID_KOS,2088,
OWID_KOS,2089,
OWID_KOS,2090,
OWID_KOS,2091,
OWID_KOS,2092,
OWID_KOS,2093,
OWID_KOS,2094,
OWID_KOS,2095,
OWID_KOS,2096,
OWID_KOS,2097,
OWID_KOS,2098,
OWID_KOS,2099,
OWID_KOS,2100,
KWT,1950,153973
KWT,1951,158462
KWT,1952,163169
KWT,1953,168102
KWT,1954,173256
KWT,1955,186125
KWT,1956,207222
KWT,1957,227052
KWT,1958,250216
KWT,1959,279532
KWT,1960,311066
KWT,1961,345953
KWT,1962,385005
KWT,1963,427702
KWT,1964,473122
KWT,1965,521180
KWT,1966,572597
KWT,1967,628104
KWT,1968,687726
KWT,1969,749460
KWT,1970,809118
KWT,1971,865079
KWT,1972,920358
KWT,1973,977665
KWT,1974,1038354
KWT,1975,1104869
KWT,1976,1178717
KWT,1977,1258029
KWT,1978,1340323
KWT,1979,1423523
KWT,1980,1504789
KWT,1981,1583428
KWT,1982,1662489
KWT,1983,1744302
KWT,1984,1820692
KWT,1985,1894255
KWT,1986,1972520
KWT,1987,2053007
KWT,1988,2134708
KWT,1989,2217470
KWT,1990,1684833
KWT,1991,1351403
KWT,1992,1634968
KWT,1993,1672158
KWT,1994,1664371
KWT,1995,1681518
KWT,1996,1730255
KWT,1997,1787692
KWT,1998,1844308
KWT,1999,1900035
KWT,2000,1954713
KWT,2001,2008127
KWT,2002,2059983
KWT,2003,2109886
KWT,2004,2157329
KWT,2005,2236797
KWT,2006,2364741
KWT,2007,2507890
KWT,2008,2651433
KWT,2009,2795489
KWT,2010,2943374
KWT,2011,3132815
KWT,2012,3337025
KWT,2013,3507755
KWT,2014,3665769
KWT,2015,3834465
KWT,2016,4003976
KWT,2017,4154686
KWT,2018,4323389
KWT,2019,4442201
KWT,2020,4400146
KWT,2021,4360748
KWT,2022,4589514
KWT,2023,4838781
KWT,2024,
KWT,2025,
KWT,2026,
KWT,2027,
KWT,2028,
KWT,2029,
KWT,2030,
KWT,2031,
KWT,2032,
KWT,2033,
KWT,2034,
KWT,2035,
KWT,2036,
KWT,2037,
KWT,2038,
KWT,2039,
KWT,2040,
KWT,2041,
KWT,2042,
KWT,2043,
KWT,2044,
KWT,2045,
KWT,2046,
KWT,2047,
KWT,2048,
KWT,2049,
KWT,2050,
KWT,2051,
KWT,2052,
KWT,2053,
KWT,2054,
KWT,2055,
KWT,2056,
KWT,2057,
KWT,2058,
KWT,2059,
KWT,2060,
KWT,2061,
KWT,2062,
KWT,2063,
KWT,2064,
KWT,2065,
KWT,2066,
KWT,2067,
KWT,2068,
KWT,2069,
KWT,2070,
KWT,2071,
KWT,2072,
KWT,2073,
KWT,2074,
KWT,2075,
KWT,2076,
KWT,2077,
KWT,2078,
KWT,2079,
KWT,2080,
KWT,2081,
KWT,2082,
KWT,2083,
KWT,2084,
KWT,2085,
KWT,2086,
KWT,2087,
KWT,2088,
KWT,2089,
KWT,2090,
KWT,2091,
KWT,2092,
KWT,2093,
KWT,2094,
KWT,2095,
KWT,2096,
KWT,2097,
KWT,2098,
KWT,2099,
KWT,2100,
KGZ,1950,1751141
KGZ,1951,1787518
KGZ,1952,1824592
KGZ,1953,1862537
KGZ,1954,1902146
KGZ,1955,1944409
KGZ,1956,1989628
KGZ,1957,2038322
KGZ,1958,2090857
KGZ,1959,2149301
KGZ,1960,2215517
KGZ,1961,2288672
KGZ,1962,2367299
KGZ,1963,2449247
KGZ,1964,2532153
KGZ,1965,2615065
KGZ,1966,2697630
KGZ,1967,2780172
KGZ,1968,2862894
KGZ,1969,2944842
KGZ,1970,3025143
KGZ,1971,3101444
KGZ,1972,3173948
KGZ,1973,3244873
KGZ,1974,3314025
KGZ,1975,3381368
KGZ,1976,3447009
KGZ,1977,3514133
KGZ,1978,3584533
KGZ,1979,3656193
KGZ,1980,3729372
KGZ,1981,3804455
KGZ,1982,3882820
KGZ,1983,3965765
KGZ,1984,4039348
KGZ,1985,4102389
KGZ,1986,4168594
KGZ,1987,4238467
KGZ,1988,4308022
KGZ,1989,4381999
KGZ,1990,4459545
KGZ,1991,4532124
KGZ,1992,4600308
KGZ,1993,4626809
KGZ,1994,4649190
KGZ,1995,4713641
KGZ,1996,4782885
KGZ,1997,4847998
KGZ,1998,4907792
KGZ,1999,4968593
KGZ,2000,5025150
KGZ,2001,5071960
KGZ,2002,5116252
KGZ,2003,5159422
KGZ,2004,5203048
KGZ,2005,5246337
KGZ,2006,5282451
KGZ,2007,5313376
KGZ,2008,5342530
KGZ,2009,5398013
KGZ,2010,5491763
KGZ,2011,5594537
KGZ,2012,5696521
KGZ,2013,5797294
KGZ,2014,5898322
KGZ,2015,6001876
KGZ,2016,6108460
KGZ,2017,6220148
KGZ,2018,6341733
KGZ,2019,6494036
KGZ,2020,6664143
KGZ,2021,6820483
KGZ,2022,6955792
KGZ,2023,7073523
KGZ,2024,
KGZ,2025,
KGZ,2026,
KGZ,2027,
KGZ,2028,
KGZ,2029,
KGZ,2030,
KGZ,2031,
KGZ,2032,
KGZ,2033,
KGZ,2034,
KGZ,2035,
KGZ,2036,
KGZ,2037,
KGZ,2038,
KGZ,2039,
KGZ,2040,
KGZ,2041,
KGZ,2042,
KGZ,2043,
KGZ,2044,
KGZ,2045,
KGZ,2046,
KGZ,2047,
KGZ,2048,
KGZ,2049,
KGZ,2050,
KGZ,2051,
KGZ,2052,
KGZ,2053,
KGZ,2054,
KGZ,2055,
KGZ,2056,
KGZ,2057,
KGZ,2058,
KGZ,2059,
KGZ,2060,
KGZ,2061,
KGZ,2062,
KGZ,2063,
KGZ,2064,
KGZ,2065,
KGZ,2066,
KGZ,2067,
KGZ,2068,
KGZ,2069,
KGZ,2070,
KGZ,2071,
KGZ,2072,
KGZ,2073,
KGZ,2074,
KGZ,2075,
KGZ,2076,
KGZ,2077,
KGZ,2078,
KGZ,2079,
KGZ,2080,
KGZ,2081,
KGZ,2082,
KGZ,2083,
KGZ,2084,
KGZ,2085,
KGZ,2086,
KGZ,2087,
KGZ,2088,
KGZ,2089,
KGZ,2090,
KGZ,2091,
KGZ,2092,
KGZ,2093,
KGZ,2094,
KGZ,2095,
KGZ,2096,
KGZ,2097,
KGZ,2098,
KGZ,2099,
KGZ,2100,
,1950,104396342
,1951,106630098
,1952,108934616
,1953,111300261
,1954,113736568
,1955,116267278
,1956,118907137
,1957,121597422
,1958,124314809
,1959,127237213
,1960,130398987
,1961,133721662
,1962,137173489
,1963,140711422
,1964,144375167
,1965,148133299
,1966,151923681
,1967,155810122
,1968,159819488
,1969,163870444
,1970,167940511
,1971,172050044
,1972,176139430
,1973,180348909
,1974,184771652
,1975,189262138
,1976,193925194
,1977,198580069
,1978,203217743
,1979,207478632
,1980,211076394
,1981,214780014
,1982,219422183
,1983,224757207
,1984,230303185
,1985,235994793
,1986,241767393
,1987,247971016
,1988,254598522
,1989,261455041
,1990,268153621
,1991,275286217
,1992,283262465
,1993,290731417
,1994,296136821
,1995,301744210
,1996,309365823
,1997,316921407
,1998,323883841
,1999,331036123
,2000,338056990
,2001,345163241
,2002,353522171
,2003,362511507
,2004,371251752
,2005,380169041
,2006,389461257
,2007,398488172
,2008,407885392
,2009,417913443
,2010,428110899
,2011,438841182
,2012,449724499
,2013,460534124
,2014,471366381
,2015,482099632
,2016,492884701
,2017,503808946
,2018,515439801
,2019,528050256
,2020,541140669
,2021,553891682
,2022,566128950
,2023,579184956
,2024,
,2025,
,2026,
,2027,
,2028,
,2029,
,2030,
,2031,
,2032,
,2033,
,2034,
,2035,
,2036,
,2037,
,2038,
,2039,
,2040,
,2041,
,2042,
,2043,
,2044,
,2045,
,2046,
,2047,
,2048,
,2049,
,2050,
,2051,
,2052,
,2053,
,2054,
,2055,
,2056,
,2057,
,2058,
,2059,
,2060,
,2061,
,2062,
,2063,
,2064,
,2065,
,2066,
,2067,
,2068,
,2069,
,2070,
,2071,
,2072,
,2073,
,2074,
,2075,
,2076,
,2077,
,2078,
,2079,
,2080,
,2081,
,2082,
,2083,
,2084,
,2085,
,2086,
,2087,
,2088,
,2089,
,2090,
,2091,
,2092,
,2093,
,2094,
,2095,
,2096,
,2097,
,2098,
,2099,
,2100,
LAO,1950,1684556
LAO,1951,1725246
LAO,1952,1766187
LAO,1953,1807820
LAO,1954,1850134
LAO,1955,1893226
LAO,1956,1937237
LAO,1957,1982140
LAO,1958,2028028
LAO,1959,2074484
LAO,1960,2121517
LAO,1961,2169800
LAO,1962,2219918
LAO,1963,2271068
LAO,1964,2322828
LAO,1965,2376200
LAO,1966,2431088
LAO,1967,2487719
LAO,1968,2546381
LAO,1969,2606965
LAO,1970,2669703
LAO,1971,2734637
LAO,1972,2801657
LAO,1973,2870578
LAO,1974,2939759
LAO,1975,3005524
LAO,1976,3064882
LAO,1977,3118926
LAO,1978,3171753
LAO,1979,3228198
LAO,1980,3292575
LAO,1981,3366638
LAO,1982,3450022
LAO,1983,3541003
LAO,1984,3637845
LAO,1985,3739985
LAO,1986,3846720
LAO,1987,3957624
LAO,1988,4072608
LAO,1989,4190972
LAO,1990,4311960
LAO,1991,4435121
LAO,1992,4559650
LAO,1993,4685064
LAO,1994,4809223
LAO,1995,4929410
LAO,1996,5045686
LAO,1997,5152015
LAO,1998,5248273
LAO,1999,5340784
LAO,2000,5431213
LAO,2001,5521481
LAO,2002,5610888
LAO,2003,5697944
LAO,2004,5781627
LAO,2005,5869531
LAO,2006,5963199
LAO,2007,6056237
LAO,2008,6148974
LAO,2009,6241649
LAO,2010,6334198
LAO,2011,6426592
LAO,2012,6518981
LAO,2013,6611385
LAO,2014,6703170
LAO,2015,6801647
LAO,2016,6908800
LAO,2017,7018150
LAO,2018,7128043
LAO,2019,7237635
LAO,2020,7346534
LAO,2021,7453192
LAO,2022,7559008
LAO,2023,7665001
LAO,2024,
LAO,2025,
LAO,2026,
LAO,2027,
LAO,2028,
LAO,2029,
LAO,2030,
LAO,2031,
LAO,2032,
LAO,2033,
LAO,2034,
LAO,2035,
LAO,2036,
LAO,2037,
LAO,2038,
LAO,2039,
LAO,2040,
LAO,2041,
LAO,2042,
LAO,2043,
LAO,2044,
LAO,2045,
LAO,2046,
LAO,2047,
LAO,2048,
LAO,2049,
LAO,2050,
LAO,2051,
LAO,2052,
LAO,2053,
LAO,2054,
LAO,2055,
LAO,2056,
LAO,2057,
LAO,2058,
LAO,2059,
LAO,2060,
LAO,2061,
LAO,2062,
LAO,2063,
LAO,2064,
LAO,2065,
LAO,2066,
LAO,2067,
LAO,2068,
LAO,2069,
LAO,2070,
LAO,2071,
LAO,2072,
LAO,2073,
LAO,2074,
LAO,2075,
LAO,2076,
LAO,2077,
LAO,2078,
LAO,2079,
LAO,2080,
LAO,2081,
LAO,2082,
LAO,2083,
LAO,2084,
LAO,2085,
LAO,2086,
